id,ELA,dELA,summit,debris_cov,morph_type,orientation,length,area,P_01_mean,P_02_mean,P_03_mean,P_04_mean,P_05mean,P_06_mean,P_07_mean,P_08_mean,P_09_mean,P_10_mean,P_11_mean,P_12_mean,P_snow,P_year,P_monsoon,P_not_monsoon,T_MIN_mean.1,T_MIN_mean.2,T_MIN_mean.3,T_MIN_mean.4,T_MIN_mean.5,T_MIN_mean.6,T_MIN_mean.7,T_MIN_mean.8,T_MIN_mean.9,T_MIN_mean.10,T_MIN_mean.11,T_MIN_mean.12,T_MIN_mean_monsoon,T_MIN_mean_not_monsoon,T_MAX_mean.1,T_MAX_mean.2,T_MAX_mean.3,T_MAX_mean.4,T_MAX_mean.5,T_MAX_mean.6,T_MAX_mean.7,T_MAX_mean.8,T_MAX_mean.9,T_MAX_mean.10,T_MAX_mean.11,T_MAX_mean.12,T_MAX_mean_monsoon,T_MAX_mean_not_monsoon,T_mean_mea.1,T_mean_mea.2,T_mean_mea.3,T_mean_mea.4,T_mean_mea.5,T_mean_mea.6,T_mean_mea.7,T_mean_mea.8,T_mean_mea.9,T_mean_mea.10,T_mean_mea.11,T_mean_mea.12,T_mean_mea.yr,T_mean_monsoon,T_mean_not_monsoon,Slope_min,Slope_max,Slope_mean,Elev_min,Elev_max,Elev_mean
445,4845,115,5060,0,3,N,1881.154294,214090.4376,5,18.407407,58.666667,80.074074,95.703704,152.481481,108.259259,89,112.222222,76.185185,14.592593,5,101.666667,815.592592,557.666666,257.925926,-14.6254268,-12.7960847,-9.8872007,-6.6294922,-2.0136206,2.9681681,5.0511981,4.6336991,2.0162437,-3.7155979,-9.6858073,-13.4910283,2.53113768,-10.11866256,-4.9910328,-3.9152213,-1.6975269,1.5545161,6.0360234,9.0801993,10.6119059,10.5007514,8.1980885,3.4532331,-0.9451634,-3.738359,8.8853937,-1.468507743,-9.762963,-8.3481481,-5.8222222,-2.537037,2.0444444,6.037037,7.837037,7.5518519,5.1444444,-0.137037,-5.3333333,-8.6333333,-0.9966049,5.72296294,-5.796296271,13.649086,48.104576,29.828088,4678,5025,4836.033333
446,4885,60,5050,0,3,NW,1086.482656,68483.27662,5,19.2,62.1,84.6,101.2,161.2,114.1,94.3,118.6,80.4,15.6,5,106.9,861.3,589.4,271.9,-14.6456348,-12.8189087,-9.9162103,-6.6617706,-2.0401605,2.9367194,5.0247522,4.6049207,1.9906421,-3.7354553,-9.7093909,-13.5098767,2.50337478,-10.1424639,-5.0172729,-3.9445068,-1.7303423,1.5197942,6.0057361,9.043905,10.5805164,10.4678345,8.1684308,3.4301981,-0.9712906,-3.7626544,8.85328456,-1.4965821,-9.78,-8.38,-5.85,-2.56,2,6.02,7.82,7.52,5.12,-0.13,-5.33,-8.63,-1.015,5.696,-5.808571429,13.487665,40.820168,32.568952,4848,5028,4949.857143
447,4572,82,5890,0,4,NE,9611.734192,3580134.464,5.352052,20.485961,65.263499,92.714903,114.898488,185.015119,133.840173,112.177106,136.732181,88.723542,16.792657,5.233261,113.12743,977.228942,682.663067,294.565875,-14.7822692,-12.9774273,-10.1323367,-6.9025024,-2.2727389,2.7322004,4.8167606,4.3946806,1.8038938,-3.8946485,-9.8872857,-13.660622,2.2949593,-10.31958454,-5.2188086,-4.1658553,-1.9466807,1.2860023,5.735789,8.7903879,10.3528255,10.2387942,7.9286953,3.1732498,-1.1915011,-3.9647771,8.60929838,-1.718338671,-9.9855292,-8.5840173,-6.0390929,-2.8041037,1.7287257,5.7483801,7.5965443,7.3228942,4.8840173,-0.3665227,-5.5436285,-8.8053996,-1.237311,5.45611232,-6.0183277,5.036402,55.385361,32.156334,3879,5845,4886.676
448,5090,80,5245,0,3,SW,2639.380991,156212.8396,6,23.5,78.15,101.35,108.25,170.75,119.1,97.5,123.75,92,18.1,6.15,131.9,944.6,619.35,325.25,-16.0091797,-14.0855688,-10.8558472,-7.5008057,-2.8635406,2.089711,4.2081488,3.756857,1.0543596,-4.8593759,-10.82297,-14.8252417,1.64910716,-11.27985557,-5.8692767,-4.7317221,-2.5382127,0.7234827,5.3878088,8.5024658,9.9751239,9.7974042,7.513844,2.7365674,-1.8251491,-4.6575592,8.23532934,-2.308838529,-10.92,-9.415,-6.705,-3.405,1.26,5.285,7.085,6.785,4.285,-1.06,-6.315,-9.76,-1.9066669,4.94,-6.797142857,6.18836,36.337036,24.578907,4977,5244,5098.863636
449,4650,88,5890,0,2,W,9868.750648,2224719.063,5.4,20.248276,64.155172,90.931034,114.275862,183.541379,134.324138,113.189655,136.365517,86.731034,16.672414,5.393103,111.868965,971.227584,681.696551,289.531033,-14.6382489,-12.8290692,-9.9896309,-6.7685237,-2.1448483,2.8533668,4.9352775,4.5167332,1.9324244,-3.7519003,-9.7504714,-13.512923,2.41859072,-10.17725249,-5.0953657,-4.0386355,-1.8079187,1.4188355,5.8498774,8.8943151,10.4612971,10.3519019,8.0397151,3.2885547,-1.067499,-3.834373,8.71942132,-1.590914529,-9.8724138,-8.4417241,-5.8975862,-2.6572414,1.8572414,5.8586207,7.7103448,7.4306897,4.992069,-0.2168966,-5.427931,-8.6689655,-1.1111494,5.56979312,-5.883251229,17.878052,64.804428,41.985026,3480,5824,4845.595469
450,4660,202,5180,0,3,N,7872.944901,2516044.212,5.282675,20.176292,64.221884,90.151976,110.866261,177.097264,127.620061,106.732523,130.723404,85.428571,16.334347,5.036474,111.051672,939.671732,653.039513,286.632219,-13.9635923,-12.1298205,-9.222788,-5.9793479,-1.4047129,3.5410729,5.6339998,5.2227738,2.6344896,-3.0620803,-9.0349532,-12.8170581,3.12552464,-9.458520043,-4.3963757,-3.3160043,-1.0462221,2.2013555,6.6058594,9.6019882,11.1643071,11.062709,8.7649874,4.0258572,-0.3335422,-3.1198002,9.43997022,-0.854961686,-9.1744681,-7.7167173,-5.112766,-1.8957447,2.6118541,6.5726444,8.4221884,8.1395137,5.7322188,0.4963526,-4.6629179,-7.9604863,-0.3790274,6.29568388,-5.146678243,7.930545,53.074306,29.299018,4219,5115,4709.209169
451,4705,186,5165,0,3,E,2383.590651,342615.299,5.790698,22.139535,71.046512,98.697674,121.023256,193,138.418605,115.395349,142.139535,93.302326,18.093023,5.790698,122.860466,1024.837211,709.976745,314.860466,-14.5190884,-12.7021325,-9.8411905,-6.5927553,-1.9835804,2.9951092,5.0761032,4.6612907,2.0645177,-3.630257,-9.6094272,-13.3837323,2.56268808,-10.0397976,-4.9546654,-3.8925313,-1.6734276,1.5810533,6.0247104,9.0532692,10.5984875,10.4949911,8.1947402,3.4668917,-0.9067583,-3.6902398,8.87323968,-1.438525343,-9.7465116,-8.272093,-5.7348837,-2.5162791,2.0325581,6.027907,7.8534884,7.5534884,5.1534884,-0.0697674,-5.2348837,-8.5348837,-0.9573644,5.72418606,-5.729900314,4.262764,47.306759,36.811186,4721,5145,4944.808511
452,4865,60,5200,0,3,N,4237.060984,753666.1947,5.44898,21.877551,70.785714,97.530612,115.897959,185.244898,130.316327,107.561224,135.357143,91.683673,17.795918,5.44898,121.357143,984.948979,674.377551,310.571428,-14.8052645,-12.9867088,-10.1024733,-6.8539067,-2.2249013,2.7650909,4.8450773,4.4263767,1.8108371,-3.9089615,-9.8838787,-13.670726,2.32449614,-10.3159885,-5.1934291,-4.1302326,-1.9279752,1.320178,5.81052,8.858799,10.3864497,10.2772999,7.9775984,3.2492935,-1.1524024,-3.9385912,8.6621334,-1.681879857,-9.9836735,-8.5765306,-6.0234694,-2.7734694,1.8091837,5.8163265,7.6163265,7.3173469,4.9163265,-0.2918367,-5.4918367,-8.7867347,-1.2043367,5.49510202,-5.989650143,7.380992,49.621815,34.374599,4638,5172,4887.728155
453,4848,128,5135,0,3,S,1542.620532,94817.92045,6,22.857143,73.571429,103,125.857143,201.285714,144.285714,120.571429,148.285714,97,18.857143,6,127.285715,1067.571429,740.285714,327.285715,-14.5734968,-12.7658848,-9.9117257,-6.6693926,-2.0580854,2.9278231,5.0095119,4.5954703,1.9965737,-3.6956155,-9.6754482,-13.444717,2.49425872,-10.10518294,-5.0154297,-3.9630179,-1.7469692,1.5026317,5.9461517,8.9808367,10.527533,10.4254569,8.1221287,3.3962176,-0.9759875,-3.7568133,8.8004214,-1.508481186,-9.8142857,-8.3571429,-5.8,-2.6,1.9428571,5.9714286,7.7857143,7.4857143,5.0857143,-0.1142857,-5.3142857,-8.6142857,-1.0285714,5.65428572,-5.802040814,22.070999,40.679291,30.872192,4772,4978,4866.375
454,5055,43,5330,0,3,E,2895.309874,520949.8318,5.984375,22.734375,73.671875,100.609375,119.421875,190.625,134.265625,110.609375,139.296875,94.9375,18.65625,5.984375,127.03125,1016.796875,694.21875,322.578125,-15.2634872,-13.4629913,-10.6035072,-7.3590843,-2.6935823,2.318911,4.4062637,3.9730026,1.356493,-4.3770187,-10.3591782,-14.1445648,1.8722176,-10.79569024,-5.6420128,-4.5968952,-2.4265732,0.8159008,5.3471836,8.4197182,9.9522827,9.8280182,7.5301933,2.7916092,-1.6223612,-4.4044258,8.2154792,-2.154965457,-10.4203125,-9.0203125,-6.5171875,-3.278125,1.325,5.3890625,7.1796875,6.8890625,4.4796875,-0.784375,-5.984375,-9.284375,-1.6688803,5.0525,-6.469866071,5.450812,32.334808,17.537395,4911,5208,5033.283784
455,4848,128,5135,0,3,S,3661.25522,793267.4933,6,23.632653,74.244898,105.010204,128.581633,205.765306,147.591837,123.683673,152.163265,99.132653,18.795918,6,128.673469,1090.60204,757.785714,332.816326,-14.5267698,-12.7131388,-9.8630032,-6.6290916,-2.0145137,2.9657852,5.0457001,4.6317203,2.0384928,-3.6445086,-9.6326032,-13.3994898,2.53343694,-10.05837214,-4.9787035,-3.9204869,-1.7005909,1.5420667,5.9834398,9.0108139,10.5587751,10.4573322,8.1560786,3.4351408,-0.9391005,-3.7199747,8.83328792,-1.468807,-9.7795918,-8.2969388,-5.7765306,-2.5683673,2.0112245,6.0010204,7.8163265,7.5204082,5.1204082,-0.0816327,-5.2816327,-8.5795918,-0.9912415,5.69387756,-5.766326529,7.747091,36.626793,20.505202,4667,5050,4858.25
456,5020,255,5775,0,3,SW,5621.775367,1379762.237,6,23.022222,72.6,103.983333,129.527778,208.072222,151.355556,127.333333,154.044444,98.711111,18.705556,5.977778,126.305556,1099.333333,770.333333,329,-15.1359744,-13.3455892,-10.553457,-7.3410428,-2.6810308,2.3498229,4.4226389,3.9988531,1.4134119,-4.2712269,-10.2746463,-14.0225271,1.9007392,-10.70635196,-5.6093251,-4.5739399,-2.3889334,0.8339832,5.3029422,8.3773568,9.9304112,9.8191124,7.5112804,2.7699311,-1.5969033,-4.3599376,8.1882206,-2.132160714,-10.3594444,-8.9788889,-6.4622222,-3.26,1.3211111,5.3527778,7.2022222,6.9377778,4.4588889,-0.7561111,-5.9466667,-9.1861111,-1.6397222,5.05455556,-6.4213492,10.429357,49.721489,30.854089,4519,5661,5054.2
457,4980,85,5300,0,3,NW,5290.707375,447565.3406,6,25.16129,83.709677,107.387097,115.370968,181.790323,126.645161,103.274194,131.693548,97.580645,19.209677,7,141.080644,1004.82258,658.774194,346.048386,-15.9545142,-14.0305601,-10.8088363,-7.4521217,-2.8181322,2.1346546,4.2482768,3.8025028,1.0928087,-4.8127552,-10.7723019,-14.7681956,1.69202214,-11.22846929,-5.8265739,-4.6899839,-2.5029447,0.7638084,5.4240148,8.5356367,9.9998015,9.8305081,7.5435074,2.7835398,-1.7774379,-4.6119751,8.2666937,-2.265938186,-10.8758065,-9.3693548,-6.6790323,-3.3435484,1.2951613,5.3274194,7.1274194,6.7919355,4.3274194,-1.0112903,-6.2693548,-9.7112903,-1.8658601,4.973871,-6.751382486,0.610069,55.900711,37.955957,4779,5212,4973.65
458,5110,128,5190,0,3,SW,2111.924093,286580.3408,6.388889,25,80.888889,110.416667,130.888889,208.944444,146.638889,121.083333,152.5,104.416667,20.25,6,138.527778,1113.416667,760.055555,353.361112,-15.4091661,-13.6148017,-10.7716865,-7.5288201,-2.8556841,2.1690715,4.2479574,3.8150716,1.1980416,-4.5258918,-10.514841,-14.2905477,1.7148916,-10.95082213,-5.7971232,-4.7595222,-2.6041317,0.6395098,5.1785434,8.2616116,9.7831,9.6611857,7.3657708,2.6427677,-1.7806827,-4.5595371,8.0500423,-2.316959914,-10.6055556,-9.2055556,-6.7055556,-3.4666667,1.1861111,5.2333333,6.9944444,6.7333333,4.2944444,-0.9138889,-6.1138889,-9.4138889,-1.8319444,4.8883333,-6.632142886,6.513217,25.648291,18.568773,5020,5187,5104.216216
459,4922,140,5330,0,3,N,5764.011003,1365199.761,6.101695,24.050847,77.316384,105.728814,125.220339,199.282486,139.022599,114.451977,145.525424,100.248588,19.225989,5.80226,132.497175,1061.977402,723.502825,338.474577,-15.1812588,-13.375832,-10.5034296,-7.2585617,-2.5993495,2.4101507,4.4852685,4.0593733,1.4429556,-4.2872137,-10.2670154,-14.056485,1.95967972,-10.7042566,-5.5564442,-4.5077907,-2.3323231,0.9112163,5.4418675,8.5120167,10.02677,9.9110523,7.6196835,2.8945357,-1.5259426,-4.3148338,8.302278,-2.061654629,-10.3661017,-8.9514124,-6.4237288,-3.1638418,1.4141243,5.4853107,7.2361582,6.9870056,4.5350282,-0.6858757,-5.8858757,-9.1858757,-1.5837571,5.1315254,-6.3803874,3.913207,48.173069,29.405657,4604,5322,4978.251309
460,4795,187,5895,0,3,S,10295.65454,5239486.193,6,23.842183,75.280236,107.054572,132.752212,213.056047,154.10472,128.995575,157.49115,101.902655,19.207965,6,130.330384,1125.687315,786.399704,339.287611,-15.1321396,-13.3417105,-10.5411746,-7.3220213,-2.6603732,2.3646729,4.438775,4.0160099,1.4232783,-4.265152,-10.265519,-14.0189113,1.91647258,-10.69808976,-5.595687,-4.5604221,-2.3777846,0.8511149,5.3301542,8.4003491,9.9489157,9.8386799,7.530372,2.7941075,-1.5804309,-4.348568,8.20969418,-2.116810029,-10.379941,-8.959587,-6.4648968,-3.2551622,1.3271386,5.3688791,7.2033923,6.920059,4.4877581,-0.7278761,-5.9379056,-9.180236,-1.6331981,5.06144542,-6.415086386,10.642954,47.346813,28.725225,4169,5818,5008.110041
461,4545,50,5050,0,3,N,1210.156866,95935.91085,5,19.769231,62.307692,86.307692,104,165.538462,117.769231,98,121.692308,81.615385,15.615385,5,107.692308,882.615386,607.000001,275.615385,-14.1695097,-12.3462102,-9.4384991,-6.1986788,-1.6041091,3.3505754,5.4258437,5.0148165,2.4239201,-3.2823676,-9.2447491,-13.030234,2.92220932,-9.672892643,-4.5968919,-3.5308418,-1.2827775,1.9643656,6.4075054,9.4134503,10.9403029,10.8428936,8.5631216,3.845736,-0.5320493,-3.3323461,9.23345476,-1.066400714,-9.4,-7.9076923,-5.3846154,-2.0923077,2.4,6.4,8.2,7.9,5.5,0.3,-4.8846154,-8.1846154,-0.5961538,6.08,-5.364835171,5.320781,47.821262,38.966841,4737,4998,4879.545455
462,4785,95,5180,0,3,NW,5263.157214,723332.8972,5.701031,22.092784,70.28866,98.134021,116.938144,186.443299,130.659794,107.886598,136.391753,92.85567,17.57732,5.701031,121.360826,990.670105,678.319588,312.350517,-14.6475687,-12.8349408,-9.9491563,-6.7054043,-2.0877134,2.8977217,4.9789626,4.5599463,1.9563678,-3.764316,-9.7372795,-13.5182063,2.461057,-10.16526741,-5.0551843,-3.9992449,-1.7861936,1.461386,5.9356194,8.9758245,10.5050077,10.3980137,8.1098492,3.3824481,-1.0142286,-3.8034532,8.7848629,-1.544924357,-9.8350515,-8.414433,-5.8907216,-2.6092784,1.8958763,5.9494845,7.7494845,7.4690722,5.0494845,-0.2051546,-5.4041237,-8.6463918,-1.0743128,5.6226804,-5.857879229,10.596611,50.270084,33.680892,4495,5188,4884.165049
463,4645,100,5195,0,3,N,5334.827027,772068.6575,4.917526,19.793814,62.773196,87.876289,104.845361,167.402062,117.886598,97.85567,122.659794,83.319588,15.845361,4.917526,108.247423,890.092785,610.649485,279.4433,-14.1880577,-12.3605549,-9.4539979,-6.2123168,-1.6127793,3.3399193,5.4197195,5.0077999,2.415326,-3.3002283,-9.2656693,-13.0503111,2.91399708,-9.690162286,-4.6074808,-3.5368985,-1.2948773,1.9526377,6.4036536,9.4090186,10.9392659,10.8402263,8.5602287,3.8347284,-0.5489559,-3.34554,9.23047862,-1.0780552,-9.3989691,-7.9350515,-5.3948454,-2.1185567,2.3804124,6.3670103,8.1670103,7.9154639,5.4793814,0.2670103,-4.9195876,-8.2195876,-0.6175258,6.06185566,-5.388512514,4.49471,49.857944,33.550147,4233,5192,4766.691589
464,4920,145,5195,0,3,S,2408.914191,230528.1913,6,22.866667,72.7,101.666667,121.066667,192.666667,135,111.366667,141,96.133333,18.066667,6,125.633334,1024.533335,701.100001,323.433334,-14.5987402,-12.7903703,-9.9048169,-6.6641105,-2.0450765,2.9347754,5.0163232,4.5936674,1.9904944,-3.7220158,-9.6915275,-13.4728361,2.49803678,-10.12063104,-5.0150879,-3.9645581,-1.7497538,1.4971585,5.9723348,9.0053727,10.5330241,10.4240658,8.138361,3.4236072,-0.9711992,-3.7663599,8.81463168,-1.506599029,-9.8066667,-8.3866667,-5.8566667,-2.5566667,1.9433333,5.98,7.78,7.4933333,5.08,-0.1566667,-5.3566667,-8.62,-1.038611,5.65533332,-5.820000029,8.027572,41.676422,28.205118,4734,5134,4953
465,4765,153,5200,0,3,N,3968.861296,732036.8457,5.533333,21.077778,66.122222,90.377778,110.111111,174.511111,125.422222,104.122222,128.866667,84.633333,16.555556,5.533333,114.822222,932.866666,643.033333,289.833333,-14.1046463,-12.2771029,-9.3751497,-6.1334191,-1.5440354,3.4045519,5.4860932,5.070887,2.4833328,-3.2216838,-9.1762261,-12.9576649,2.9801659,-9.606556114,-4.540972,-3.4711979,-1.2239128,2.0269255,6.4620155,9.4602886,10.9942253,10.8936057,8.6161871,3.8996593,-0.4677836,-3.267628,9.28526444,-1.006415643,-9.3222222,-7.8688889,-5.3088889,-2.0566667,2.4466667,6.4466667,8.2466667,7.9777778,5.5466667,0.3466667,-4.8188889,-8.1088889,-0.5394444,6.13288892,-5.305396829,7.332452,51.649334,41.947236,4366,5155,4788.21
466,5170,222,5330,0,3,S,2424.988657,276160.6713,6.666667,25.666667,82.722222,113.777778,133.944444,212.75,147.861111,121.944444,155.444444,106.722222,20.666667,6.5,142.222223,1134.666666,771.944443,362.722223,-15.2176025,-13.4197673,-10.5561734,-7.3187195,-2.6552265,2.3577939,4.4350667,3.9991167,1.3925445,-4.341586,-10.3170024,-14.1073758,1.90585906,-10.75403241,-5.6023814,-4.5629398,-2.3955814,0.8434842,5.3790666,8.4509379,9.9644389,9.840922,7.5632263,2.8417369,-1.5781084,-4.3751539,8.23971834,-2.118420543,-10.3888889,-8.9888889,-6.4888889,-3.25,1.3416667,5.4416667,7.2111111,6.9416667,4.4444444,-0.7583333,-5.9583333,-9.2583333,-1.6425927,5.07611112,-6.441666657,12.911098,35.707027,19.470351,4909,5117,5017.571429
467,4942,100,5380,0,2,NE,5363.263637,946334.092,5.394958,22.747899,74.882353,94.403361,101.563025,159.151261,112.848739,92.731092,116.378151,84.680672,17.369748,6.218487,126.613445,888.369746,582.672268,305.697478,-16.2848444,-14.3584477,-11.0974265,-7.7339351,-3.0832889,1.8704869,3.9718258,3.5252511,0.8169005,-5.1161633,-11.0724068,-15.0985393,1.42023508,-11.53739473,-6.0801577,-4.9545964,-2.7863915,0.4749019,5.1681001,8.2950007,9.7270631,9.5542936,7.2883723,2.5441917,-2.0332091,-4.8803891,8.00656596,-2.530807171,-11.1806723,-9.6756303,-6.9537815,-3.6537815,1.0243697,5.097479,6.8554622,6.5201681,4.0554622,-1.2798319,-6.5756303,-9.9798319,-2.1455181,4.71058824,-7.0427371,3.484036,50.106377,27.709217,4708,5359,5028.954198
468,4740,218,5275,0,3,W,7286.713891,2173226.995,6.366197,24.292254,77.21831,106.774648,128.549296,204.542254,145.799296,121.221831,150.274648,99.253521,19.53169,6,133.408451,1089.823945,750.387325,339.43662,-14.2050094,-12.3919881,-9.5184213,-6.287119,-1.6818091,3.2762186,5.3502689,4.9337622,2.3448283,-3.349727,-9.3085944,-13.0792625,2.84465378,-9.7343031,-4.6629133,-3.6105579,-1.3864758,1.8597416,6.3095359,9.313394,10.8355496,10.7377421,8.4637131,3.7682493,-0.6069324,-3.4095555,9.13198694,-1.149777714,-9.4376761,-7.9911972,-5.4316901,-2.2158451,2.3257042,6.2672535,8.0669014,7.8415493,5.4116197,0.2119718,-4.9725352,-8.2524648,-0.6813674,5.98260562,-5.4413481,7.04782,57.721653,29.374347,4236,5166,4737.672185
469,4930,100,5160,0,3,SE,2186.909292,194412.0833,5.1,21.9,72.85,94.55,100.65,157.85,106.6,85.95,113.4,86.6,16.65,6,122.5,868.1,564.45,303.65,-15.4027136,-13.5134314,-10.3919324,-7.0703265,-2.4449385,2.5039705,4.6050043,4.1643857,1.4806819,-4.372016,-10.3110437,-14.2291565,2.06182078,-10.75580287,-5.451731,-4.3430392,-2.1656845,1.1030523,5.72117,8.7928998,10.2494543,10.1063055,7.840318,3.1342264,-1.3906538,-4.2250726,8.54202952,-1.905557486,-10.445,-8.945,-6.275,-2.975,1.655,5.645,7.445,7.155,4.655,-0.645,-5.845,-9.245,-1.4850002,5.311,-6.339285714,3.498317,34.238174,24.259265,4793,5130,4987.833333
470,4752,42,5295,1,3,NE,10385.70271,3546207.404,6.008791,23.294505,74.630769,103.865934,123.369231,196.305495,138.41978,114.589011,143.621978,97.428571,18.472527,5.859341,128.265933,1045.865933,716.305495,329.560438,-14.2870707,-12.4716853,-9.5884444,-6.3491939,-1.7413009,3.2175899,5.2907684,4.8724596,2.2827567,-3.4199657,-9.3807117,-13.1547433,2.78445474,-9.807402143,-4.7275193,-3.6727679,-1.4528707,1.7987267,6.2600052,9.267706,10.7835697,10.6831679,8.4146866,3.7191243,-0.6685478,-3.470604,9.08182708,-1.210636957,-9.4969231,-8.0692308,-5.5193407,-2.289011,2.2578022,6.2481319,8.0406593,7.7613187,5.3465934,0.1542857,-5.032967,-8.3151648,-0.7428205,5.9309011,-5.509764529,1.400177,62.278336,27.032298,4308,5270,4741.637475
471,5142,102,5510,0,3,W,3622.074038,357389.421,6,25.782609,85.891304,108.630435,119.652174,187.195652,128.847826,104.23913,135.804348,98.456522,19.869565,7,144.543478,1027.369565,675.73913,351.630435,-15.7338252,-13.8714143,-10.7928584,-7.4813954,-2.8290586,2.1452343,4.245601,3.7956299,1.1261558,-4.7296684,-10.6736774,-14.5793521,1.69671248,-11.12317017,-5.8056014,-4.7225995,-2.5747917,0.6882429,5.3280645,8.4206214,9.8786961,9.7282694,7.4742453,2.7620059,-1.7636042,-4.5943842,8.16597934,-2.287247457,-10.7652174,-9.2956522,-6.7021739,-3.4021739,1.2543478,5.2978261,7.0869565,6.7369565,4.3043478,-0.9652174,-6.2456522,-9.5652174,-1.8550726,4.93608694,-6.705900629,5.625682,46.323261,28.818448,4964,5399,5207.45098
472,4925,193,5275,0,3,S,6863.760405,1813110.566,7,25.778723,81.429787,113.395745,135.293617,214.565957,151.702128,125.459574,157.217021,105.493617,20.238298,6,140.446808,1143.574467,784.238297,359.33617,-14.8133012,-13.0134691,-10.1899535,-6.9637205,-2.3153142,2.6783319,4.7481454,4.3197897,1.7270861,-3.9642229,-9.9345911,-13.6965908,2.23160778,-10.36797844,-5.2724053,-4.2349318,-2.0670254,1.1758639,5.6739204,8.7130436,10.2247357,10.1170329,7.8463547,3.1660244,-1.2297368,-4.0292819,8.51501746,-1.784498986,-10.033617,-8.6314894,-6.1374468,-2.9046809,1.6685106,5.6991489,7.466383,7.2106383,4.7685106,-0.3893617,-5.5889362,-8.8697872,-1.3118439,5.36263828,-6.079331314,3.305654,46.958035,20.564757,4691,5190,4937.519841
473,5170,265,5545,0,3,SW,2816.646776,211345.438,6.357143,26.321429,87.428571,111.392857,121.535714,189.928571,129.642857,104.928571,137.357143,100.964286,20.214286,7,147.321429,1043.071428,683.392856,359.678572,-15.4187971,-13.5474226,-10.4427011,-7.1266619,-2.4914893,2.4601534,4.5561166,4.1133179,1.4473003,-4.4061305,-10.3479422,-14.2535688,2.01707978,-10.79188917,-5.4893241,-4.3984741,-2.2276415,1.0402532,5.6639797,8.7339425,10.1851283,10.0426784,7.7947239,3.0904554,-1.4356446,-4.2681135,8.48409056,-1.955498457,-10.4642857,-8.9642857,-6.3321429,-3.0321429,1.5892857,5.6214286,7.3785714,7.0428571,4.6214286,-0.6642857,-5.9,-9.2642857,-1.5306548,5.25071428,-6.3744898,25.811127,46.205002,39.920419,4896,5463,5263.107143
474,5015,125,5295,0,3,W,2815.770268,201304.3976,7,27,88,111.896552,122.310345,190.896552,129.586207,104.793103,137.62069,101.103448,20.310345,7,149.310345,1047.517242,685.206897,362.310345,-14.620752,-12.7213598,-9.5703344,-6.2405711,-1.6528743,3.2460119,5.3389497,4.9137603,2.2523269,-3.5948575,-9.5227808,-13.4335138,2.8196349,-9.957738486,-4.6979008,-3.5805445,-1.3636628,1.9201641,6.4961716,9.5116876,10.9563443,10.8337327,8.5940522,3.9046841,-0.6104815,-3.4545621,9.27839768,-1.126043357,-9.6482759,-8.1482759,-5.4482759,-2.1482759,2.4413793,6.3931034,8.1517241,7.8517241,5.4413793,0.1517241,-5.0482759,-8.4482759,-0.7048851,6.05586204,-5.533990186,22.325319,40.994762,29.02548,4857,5084,4939.730769
475,4922,150,5410,0,3,NE,4109.00907,682607.227,5.793103,22.62069,71.83908,98.747126,116.83908,184.793103,130.390805,107.574713,134.931034,91.770115,17.862069,5.586207,123.701149,988.747125,674.528735,314.21839,-13.765552,-11.9292475,-9.0282232,-5.7813106,-1.2001886,3.7216974,5.7889559,5.380549,2.7962874,-2.9045113,-8.839768,-12.6200992,3.29746022,-9.266958829,-4.2165191,-3.1449707,-0.9152466,2.3491654,6.7911812,9.7596736,11.2575308,11.1720591,8.9227208,4.2535903,-0.1245494,-2.9479127,9.5806331,-0.678063257,-8.9942529,-7.5425287,-4.9758621,-1.7,2.7701149,6.7574713,8.5057471,8.2574713,5.8563218,0.6586207,-4.4735632,-7.7735632,-0.2211686,6.42942528,-4.971592771,9.703495,52.075428,33.918249,4544,5237,4893.147368
476,4855,100,5395,0,3,SW,7199.496275,1859336.559,6.709544,25.427386,80.082988,110.33195,131.091286,207.224066,146.60166,120.813278,151.701245,102.116183,19.692946,6,137.912864,1107.792532,757.431535,350.360997,-14.0168601,-12.1923585,-9.3172783,-6.077516,-1.4837755,3.4603803,5.5276225,5.1144568,2.5287634,-3.164835,-9.111273,-12.8789759,3.0294895,-9.537013829,-4.4775905,-3.4179059,-1.206843,2.0519614,6.5021582,9.4912425,10.991668,10.9019742,8.6482057,3.9824985,-0.4016367,-3.2148983,9.30704972,-0.954916357,-9.2448133,-7.8219917,-5.266805,-2.0091286,2.4809129,6.5053942,8.226971,8.0053942,5.5738589,0.4112033,-4.7576763,-8.0261411,-0.4935685,6.15850624,-5.245050386,2.879103,53.859863,31.576044,4389,5283,4909.073359
