earn,height,sex,race,hisp,ed,age,age.category,eth,male,log.earn
2000,68,1,1,2,12,18,1,3,1,7.60090245954208
2000,66,1,1,1,15,23,1,2,1,7.60090245954208
15000,70,1,1,2,17,30,1,3,1,9.61580548008435
1500,66,2,1,1,12,21,1,2,0,7.3132203870903
28000,64,2,1,2,18,48,2,3,0,10.2399597891573
9000,70,2,1,2,12,35,2,3,0,9.10497985631836
60000,74,1,1,2,14,52,3,3,1,11.0020998412042
1200,66,1,1,2,12,19,1,3,1,7.09007683577609
1400,62,2,1,1,3,64,3,2,0,7.24422751560335
7000,66,2,1,2,13,43,2,3,0,8.85366542803745
21000,62,2,1,2,12,31,1,3,0,9.95227771670556
44000,69,1,1,2,12,58,3,3,1,10.6919449129004
29000,68,1,2,2,16,36,2,1,1,10.2750511089686
3000,72,1,1,1,14,18,1,2,1,8.00636756765025
12000,64,1,2,2,13,22,1,1,1,9.39266192877014
20000,72,1,1,1,12,28,1,2,1,9.90348755253613
37000,74,1,1,2,16,25,1,3,1,10.5186731916264
8000,66,1,3,2,10,60,3,4,1,8.98719682066197
35000,68,1,3,1,16,30,1,2,1,10.4631033404715
25000,62,1,3,2,14,37,2,4,1,10.1266311038503
18000,71,2,1,2,10,29,1,3,0,9.7981270368783
30000,63,2,2,2,16,36,2,1,0,10.3089526606443
12000,71,1,1,1,6,40,2,2,1,9.39266192877014
18000,72,1,1,2,14,48,2,3,1,9.7981270368783
20000,72,1,2,2,12,26,1,1,1,9.90348755253613
31000,68,2,1,2,16,43,2,3,0,10.3417424834673
6000,64,1,1,1,10,36,2,2,1,8.69951474821019
12000,70,1,1,2,13,40,2,3,1,9.39266192877014
13000,66,2,1,2,16,33,1,3,0,9.47270463644367
26000,67,2,1,2,17,34,1,3,0,10.1658518170036
15000,68,2,2,2,11,31,1,1,0,9.61580548008435
30000,64,2,1,2,17,28,1,3,0,10.3089526606443
2000,65,2,1,2,14,41,2,3,0,7.60090245954208
5000,70,1,4,2,13,22,1,4,1,8.51719319141624
53000,71,2,1,2,14,26,1,3,0,10.8780471925343
2000,62,2,1,2,13,18,1,3,0,7.60090245954208
25000,71,1,1,2,17,29,1,3,1,10.1266311038503
5000,74,1,1,2,12,18,1,3,1,8.51719319141624
21000,64,2,1,2,13,27,1,3,0,9.95227771670556
17000,70,2,1,2,15,27,1,3,0,9.74096862303835
12000,64,2,1,2,13,37,2,3,0,9.39266192877014
42000,70,1,1,1,14,44,2,2,1,10.6454248972655
21000,74,1,1,2,12,33,1,3,1,9.95227771670556
25000,74,1,1,2,14,24,1,3,1,10.1266311038503
3000,66,2,1,2,14,19,1,3,0,8.00636756765025
4000,71,1,1,2,12,19,1,3,1,8.29404964010203
20000,69,1,1,2,14,58,3,3,1,9.90348755253613
52000,60,1,1,2,15,50,3,3,1,10.8589989975636
60000,64,2,1,2,12,43,2,3,0,11.0020998412042
15000,64,2,1,2,13,41,2,3,0,9.61580548008435
90000,72,1,1,2,16,50,3,3,1,11.4075649493124
2000,69,1,1,2,12,21,1,3,1,7.60090245954208
16000,67,2,1,2,12,61,3,3,0,9.68034400122192
24000,65,2,1,1,11,27,1,2,0,10.0858091093301
15000,68,1,1,1,16,28,1,2,1,9.61580548008435
42000,74,1,1,2,17,43,2,3,1,10.6454248972655
10000,65,2,1,2,12,43,2,3,0,9.21034037197618
17000,71,1,1,1,13,36,2,2,1,9.74096862303835
30000,64,2,1,2,14,34,1,3,0,10.3089526606443
32000,69,2,1,2,17,37,2,3,0,10.3734911817819
36000,64,2,1,1,17,34,1,2,0,10.4912742174382
10000,72,1,1,1,13,20,1,2,1,9.21034037197618
20000,63,2,1,2,15,29,1,3,0,9.90348755253613
24000,65,2,1,2,12,29,1,3,0,10.0858091093301
17000,72,1,1,2,12,32,1,3,1,9.74096862303835
23000,65,2,1,2,14,48,2,3,0,10.0432494949113
25000,64,2,1,2,12,33,1,3,0,10.1266311038503
50000,71,1,1,2,12,50,3,3,1,10.8197782844103
20000,62,2,1,2,12,30,1,3,0,9.90348755253613
30000,66,2,1,2,16,33,1,3,0,10.3089526606443
7000,64,2,1,2,10,39,2,3,0,8.85366542803745
30000,68,1,1,2,11,32,1,3,1,10.3089526606443
3000,66,2,1,2,12,24,1,3,0,8.00636756765025
20000,66,2,1,2,14,43,2,3,0,9.90348755253613
40000,66,2,1,2,16,59,3,3,0,10.5966347330961
16000,66,1,1,2,12,37,2,3,1,9.68034400122192
11000,63,2,1,2,9,51,3,3,0,9.30565055178051
16000,68,2,1,2,13,43,2,3,0,9.68034400122192
18000,70,1,1,2,12,27,1,3,1,9.7981270368783
12000,63,2,1,2,16,26,1,3,0,9.39266192877014
4000,70,1,2,2,14,21,1,1,1,8.29404964010203
60000,72,1,1,2,12,45,2,3,1,11.0020998412042
43000,75,1,1,2,17,40,2,3,1,10.6689553946757
31000,62,2,1,2,14,39,2,3,0,10.3417424834673
50000,68,2,1,2,17,39,2,3,0,10.8197782844103
27000,68,2,1,2,14,29,1,3,0,10.2035921449865
30000,70,1,1,2,17,56,3,3,1,10.3089526606443
12000,73,1,2,2,13,21,1,1,1,9.39266192877014
20000,62,2,1,2,17,30,1,3,0,9.90348755253613
25000,64,2,3,2,16,37,2,4,0,10.1266311038503
3000,73,1,1,1,15,20,1,2,1,8.00636756765025
110000,66,2,3,2,18,48,2,4,0,11.6082356447746
58000,70,1,1,2,18,53,3,3,1,10.9681982895286
10000,70,2,1,2,16,36,2,3,0,9.21034037197618
19000,72,1,1,2,12,29,1,3,1,9.85219425814858
8000,64,2,1,2,12,33,1,3,0,8.98719682066197
60000,72,1,1,2,12,50,3,3,1,11.0020998412042
6000,68,1,1,2,12,27,1,3,1,8.69951474821019
